,loss,accuracy,val_loss,val_accuracy,lr
0,0.2403995245695114,0.9035485982894897,0.22537755966186523,0.9103749990463257,9.999999747378752e-05
1,0.2281266301870346,0.9090763926506042,0.22969374060630798,0.9058125019073486,9.999999747378752e-05
2,0.21839560568332672,0.9133263826370239,0.2156604677438736,0.9121875166893005,9.999999747378752e-05
3,0.20996913313865662,0.9172847270965576,0.20195327699184418,0.921999990940094,9.999999747378752e-05
4,0.20139478147029877,0.9217638969421387,0.1923568844795227,0.9262499809265137,9.999999747378752e-05
5,0.19515448808670044,0.9237430691719055,0.19609537720680237,0.9270625114440918,9.999999747378752e-05
6,0.1887170970439911,0.9269166588783264,0.18756069242954254,0.9281250238418579,9.999999747378752e-05
7,0.1816413551568985,0.9305208325386047,0.1905478984117508,0.9256874918937683,9.999999747378752e-05
8,0.17709249258041382,0.9317083358764648,0.1671074777841568,0.9383124709129333,9.999999747378752e-05
9,0.17174434661865234,0.9340972304344177,0.1780076026916504,0.9321874976158142,9.999999747378752e-05
10,0.16620111465454102,0.9363402724266052,0.2058369219303131,0.9168124794960022,9.999999747378752e-05
11,0.14085662364959717,0.9470139145851135,0.17042860388755798,0.9347500205039978,4.999999873689376e-05
12,0.13616207242012024,0.9484999775886536,0.15844988822937012,0.9427499771118164,4.999999873689376e-05
13,0.1326254904270172,0.9501875042915344,0.15975211560726166,0.9401875138282776,4.999999873689376e-05
14,0.12866869568824768,0.9524444341659546,0.16497521102428436,0.9382500052452087,4.999999873689376e-05
15,0.11475782841444016,0.957770824432373,0.15307985246181488,0.9435625076293945,2.499999936844688e-05
16,0.10942371189594269,0.9597499966621399,0.16911956667900085,0.9378125071525574,2.499999936844688e-05
17,0.10813996195793152,0.9599860906600952,0.15371303260326385,0.9446250200271606,2.499999936844688e-05
18,0.10596293210983276,0.9607847332954407,0.16613759100437164,0.9416875243186951,2.499999936844688e-05
19,0.10446194559335709,0.9614861011505127,0.16581840813159943,0.9440624713897705,2.499999936844688e-05
